customer_id,recency,frequency,profit,r,f,m,rfm_score,customer_profile,address,postcode,state,country,property_valuation,gender,past_3_years_bike_related_purchases,DOB,job_industry_category,wealth_segment,owns_car,tenure,age,age_group
1877,80.0,6,1507.8199999999997,2,2,1,221,Silver,4 Ridgeway Court,4030,QLD,Australia,4,Male,13,1966-09-09,Financial Services,High Net Worth,Yes,16.0,57.04663691817834,50-64
1878,32.0,6,2755.93,3,2,2,322,Gold,4 Bartelt Hill,4510,QLD,Australia,1,Male,6,1954-11-06,Health,Affluent Customer,No,10.0,68.88808472340364,65-79
1879,47.0,7,1914.3899999999999,2,3,2,232,Silver,91116 Riverside Plaza,2114,NSW,Australia,8,Male,4,1967-04-25,Manufacturing,High Net Worth,No,5.0,56.42239412058497,50-64
1882,128.0,6,4054.8500000000004,1,2,3,123,Bronze,9 Superior Terrace,2199,NSW,Australia,9,Male,86,1964-05-05,Manufacturing,Affluent Customer,No,10.0,59.393023223167496,50-64
1883,42.0,3,1910.8899999999999,3,1,2,312,Gold,57 Marquette Hill,4120,QLD,Australia,6,Female,6,1991-08-13,Health,Mass Customer,No,6.0,32.12073152655497,20-34
1884,24.0,7,3349.9900000000002,3,3,3,333,Gold,36 Sommers Place,2096,NSW,Australia,12,Female,19,1969-11-25,Manufacturing,Mass Customer,Yes,17.0,53.83507199898082,50-64
1885,4.0,9,6979.280000000001,4,4,4,444,Platinum,83148 Rowland Alley,2530,NSW,Australia,8,Male,18,1982-10-27,Health,High Net Worth,Yes,11.0,40.91488883300206,35-49
1886,6.0,4,2434.76,4,1,2,412,Platinum,34 Arrowood Pass,2567,NSW,Australia,9,Female,35,1978-09-22,IT,Affluent Customer,No,18.0,45.01079771545687,35-49
1887,43.0,11,9695.59,3,4,4,344,Gold,72 Mandrake Court,3183,VIC,Australia,9,Female,22,1965-06-22,IT,Affluent Customer,Yes,8.0,58.26226762928124,50-64
1888,87.0,4,3288.04,1,1,3,113,Bronze,9 Emmet Hill,2042,NSW,Australia,10,Female,67,2002-01-26,Health,Mass Customer,Yes,1.0,21.66466466686586,20-34
1889,135.0,5,3710.54,1,2,3,123,Bronze,16984 Pankratz Park,2324,NSW,Australia,7,Male,98,1973-07-07,Retail,Affluent Customer,No,11.0,50.221034749755994,50-64
1890,44.0,9,6710.76,3,4,4,344,Gold,9460 Laurel Crossing,4032,QLD,Australia,7,Male,89,1972-10-08,Financial Services,Mass Customer,No,7.0,50.96574545565687,50-64
1891,81.0,7,4045.2000000000007,2,3,3,233,Silver,5786 Kinsman Point,2127,NSW,Australia,8,Male,6,1990-03-02,Retail,Mass Customer,Yes,19.0,33.569084333251894,20-34
1892,107.0,6,804.8199999999999,1,2,1,121,Bronze,4 Fairfield Way,2487,NSW,Australia,10,Female,48,1995-09-07,Retail,High Net Worth,Yes,2.0,28.05220171417005,20-34
1894,36.0,4,1907.65,3,1,2,312,Gold,49 Fulton Park,3156,VIC,Australia,8,Male,86,1976-04-01,Manufacturing,High Net Worth,Yes,17.0,47.485865649774475,35-49
1895,7.0,6,541.1299999999999,4,2,1,421,Platinum,0 Corben Court,3121,VIC,Australia,11,Female,53,1975-09-02,Manufacturing,Mass Customer,No,15.0,48.06630193525604,35-49
1898,55.0,7,4787.35,2,3,4,234,Silver,6244 Forest Point,4103,QLD,Australia,9,Female,67,1979-11-24,Manufacturing,Affluent Customer,Yes,12.0,43.838973516465785,35-49
1899,76.0,5,2030.54,2,2,2,222,Silver,0306 Donald Court,3844,VIC,Australia,1,Male,29,1997-09-02,Retail,Affluent Customer,Yes,4.0,26.064481227096394,20-34
1900,67.0,4,1017.2399999999999,2,1,1,211,Bronze,3762 Victoria Alley,4078,QLD,Australia,6,Male,67,1980-08-15,Financial Services,Affluent Customer,Yes,19.0,43.11342815961383,35-49
1901,127.0,7,5809.11,1,3,4,134,Bronze,3 Manley Crossing,4074,QLD,Australia,6,Male,40,1977-08-22,Argiculture,Affluent Customer,No,8.0,46.095008890224314,35-49
1902,21.0,6,2134.1,3,2,2,322,Gold,36866 Summit Point,3750,VIC,Australia,9,Female,48,1964-12-01,Financial Services,Mass Customer,Yes,4.0,58.81806275169991,50-64
1904,67.0,3,1604.73,2,1,1,211,Bronze,7450 Prairie Rose Drive,2868,NSW,Australia,1,Female,60,1978-01-25,IT,High Net Worth,Yes,14.0,45.66789539713411,35-49
1905,10.0,9,4833.73,4,4,4,444,Platinum,83975 Rowland Place,2166,NSW,Australia,6,Female,21,1953-09-17,Manufacturing,Affluent Customer,No,15.0,70.02431613130388,65-79
1906,1.0,6,2957.85,4,2,3,423,Platinum,01 Weeping Birch Plaza,2640,NSW,Australia,4,Male,69,1988-04-24,Retail,Mass Customer,No,22.0,35.422647376983114,35-49
1907,110.0,4,1014.0699999999998,1,1,1,111,Bronze,738 Dixon Drive,2575,NSW,Australia,8,Male,69,1974-11-04,Health,High Net Worth,No,18.0,48.893149851366566,35-49
1908,107.0,6,3725.5699999999997,1,2,3,123,Bronze,5766 Pearson Court,2227,NSW,Australia,8,Female,2,1963-12-10,Financial Services,High Net Worth,Yes,6.0,59.795495553194804,50-64
1909,59.0,6,3456.8,2,2,3,223,Silver,9 Shelley Center,2170,NSW,Australia,7,Female,32,1984-12-11,Argiculture,Affluent Customer,Yes,13.0,38.790272995578974,35-49
1910,17.0,3,907.45,4,1,1,411,Gold,07273 Sundown Trail,2358,NSW,Australia,2,Female,20,1959-07-13,Property,High Net Worth,Yes,14.0,64.2062637414533,65-79
1911,61.0,2,689.11,2,1,1,211,Bronze,2 Maryland Drive,4227,QLD,Australia,7,Male,22,1980-06-08,Manufacturing,Mass Customer,No,3.0,43.29960583608905,35-49
1912,38.0,9,3286.01,3,4,3,343,Gold,3 Roth Place,2449,NSW,Australia,2,Male,36,1992-11-04,Manufacturing,High Net Worth,No,7.0,30.89141128041713,20-34
1913,42.0,13,3254.5299999999997,3,4,3,343,Gold,81856 Express Lane,2299,NSW,Australia,6,Female,36,1973-11-02,Health,Mass Customer,Yes,17.0,49.89796172293135,50-64
1914,12.0,8,2248.17,4,4,2,442,Platinum,5 Porter Road,4014,QLD,Australia,6,Male,72,1968-06-21,Financial Services,Mass Customer,No,5.0,55.26425945662883,50-64
1915,61.0,5,2568.0499999999997,2,2,2,222,Silver,59 Waywood Road,3163,VIC,Australia,8,Female,40,1953-10-12,Health,Mass Customer,Yes,12.0,69.95586845612915,65-79
1916,53.0,7,4545.8,2,3,4,234,Silver,6838 Anniversary Junction,2484,NSW,Australia,4,Male,71,1995-03-05,Retail,High Net Worth,Yes,7.0,28.561452417469912,20-34
1917,28.0,7,5107.25,3,3,4,334,Gold,90128 Caliangt Place,2484,NSW,Australia,4,Female,7,1973-07-28,Argiculture,Affluent Customer,Yes,8.0,50.16353870260924,50-64
1919,44.0,4,1841.25,3,1,1,311,Silver,9 Utah Road,4179,QLD,Australia,8,Male,40,1960-12-23,Argiculture,Mass Customer,Yes,19.0,62.757910934756374,50-64
1920,66.0,2,90.09999999999997,2,1,1,211,Bronze,00213 Atwood Pass,2340,NSW,Australia,1,Male,29,1988-01-06,Financial Services,Mass Customer,No,13.0,35.72107924074486,35-49
1923,15.0,4,3078.6200000000003,4,1,3,413,Platinum,4 Susan Center,3170,VIC,Australia,9,Male,52,1970-08-23,Health,Mass Customer,No,9.0,53.09309920008694,50-64
1926,5.0,5,4911.09,4,2,4,424,Platinum,34694 Sugar Place,4740,QLD,Australia,5,Male,72,1957-11-15,Financial Services,High Net Worth,Yes,10.0,65.86269748068133,65-79
1927,90.0,5,3658.13,1,2,3,123,Bronze,26876 Lyons Court,3166,VIC,Australia,10,Female,11,1975-07-15,Manufacturing,Affluent Customer,Yes,8.0,48.200459378598474,35-49
1928,34.0,2,879.4799999999999,3,1,1,311,Silver,8308 Linden Place,2570,NSW,Australia,9,Male,2,1977-09-24,Manufacturing,High Net Worth,Yes,13.0,46.0046579589937,35-49
1929,45.0,6,1912.36,2,2,2,222,Silver,32708 Bluestem Alley,3976,VIC,Australia,7,Female,79,1986-10-12,Health,Affluent Customer,No,20.0,36.95587530089668,35-49
1930,21.0,5,2428.87,3,2,2,322,Gold,3542 Arkansas Place,3380,VIC,Australia,1,Male,27,1996-06-14,Manufacturing,High Net Worth,No,3.0,27.28284984520628,20-34
1931,23.0,3,384.06999999999994,3,1,1,311,Silver,642 Anderson Circle,4132,QLD,Australia,5,Male,85,1973-11-06,Health,Affluent Customer,No,6.0,49.887010094903395,50-64
1932,89.0,8,4328.469999999999,1,4,4,144,Bronze,8318 Continental Alley,3175,VIC,Australia,7,Female,98,1977-01-03,Entertainment,Affluent Customer,Yes,3.0,46.72746540883866,35-49
1933,41.0,9,4404.77,3,4,4,344,Gold,7202 Prairieview Court,2221,NSW,Australia,11,Male,72,1980-09-10,Manufacturing,Affluent Customer,No,18.0,43.04224257743213,35-49
1936,77.0,8,3553.7400000000002,2,4,3,243,Silver,710 Schiller Plaza,3338,VIC,Australia,1,Female,36,1964-07-08,Manufacturing,Mass Customer,Yes,12.0,59.21779717472023,50-64
1937,34.0,7,4712.24,3,3,4,334,Gold,698 Old Gate Lane,2619,NSW,Australia,3,Male,69,1974-01-08,Health,Mass Customer,No,19.0,49.71452195346312,50-64
1940,76.0,4,3259.41,2,1,3,213,Silver,1 Vernon Terrace,4226,QLD,Australia,6,Female,52,1977-03-02,Manufacturing,High Net Worth,Yes,8.0,46.56866680243333,35-49
1941,5.0,4,3130.19,4,1,3,413,Platinum,79862 Darwin Crossing,4215,QLD,Australia,8,Male,83,1992-05-23,Entertainment,Mass Customer,No,2.0,31.343165936570234,20-34
1942,16.0,8,4675.1900000000005,4,4,4,444,Platinum,184 Hoepker Way,2197,NSW,Australia,9,Male,0,1987-01-08,Financial Services,High Net Worth,No,19.0,36.714939484281686,35-49
1943,299.0,3,357.7899999999998,1,1,1,111,Bronze,40 New Castle Avenue,2043,NSW,Australia,11,Male,35,1985-10-03,Financial Services,Affluent Customer,Yes,13.0,37.97985252151038,35-49
1944,5.0,6,1345.75,4,2,1,421,Platinum,9525 Johnson Place,3190,VIC,Australia,8,Male,73,1980-07-30,Argiculture,High Net Worth,Yes,8.0,43.15723467172565,35-49
1947,35.0,9,3974.81,3,4,3,343,Gold,4262 Melvin Avenue,2759,NSW,Australia,8,Female,66,1963-12-11,Telecommunications,Affluent Customer,Yes,18.0,59.792757646187816,50-64
1948,168.0,5,2425.34,1,2,2,122,Bronze,4415 Dwight Center,2528,NSW,Australia,7,Female,30,1964-06-08,Entertainment,Mass Customer,No,11.0,59.299934384929884,50-64
1949,29.0,7,3586.71,3,3,3,333,Gold,1197 Carey Junction,2280,NSW,Australia,7,Female,9,1954-05-10,Manufacturing,Mass Customer,No,7.0,69.38090798466158,65-79
1950,6.0,9,3817.1400000000003,4,4,3,443,Platinum,227 Havey Trail,2795,NSW,Australia,6,Male,27,1963-10-07,Manufacturing,Affluent Customer,Yes,19.0,59.97072160164207,50-64
1951,118.0,8,4514.84,1,4,4,144,Bronze,2 Manufacturers Parkway,3199,VIC,Australia,6,Male,93,2000-06-07,Manufacturing,Mass Customer,Yes,2.0,23.301933057044987,20-34
1952,76.0,10,2882.8,2,4,3,243,Silver,9175 Stephen Drive,4035,QLD,Australia,8,Female,35,1974-01-29,Health,Mass Customer,Yes,9.0,49.65702590631636,50-64
1953,10.0,7,3899.78,4,3,3,433,Platinum,299 Pine View Parkway,3121,VIC,Australia,12,Female,23,1978-06-05,Financial Services,High Net Worth,No,12.0,45.30922957921861,35-49
1954,100.0,9,5105.49,1,4,4,144,Bronze,71 Orin Crossing,2155,NSW,Australia,9,Male,88,1967-11-29,Manufacturing,Affluent Customer,No,5.0,55.82553039306147,50-64
1956,33.0,4,1267.19,3,1,1,311,Silver,37 Mockingbird Street,4017,QLD,Australia,3,Male,36,1994-07-08,Health,Affluent Customer,Yes,3.0,29.21855009914715,20-34
1957,19.0,11,5079.91,3,4,4,344,Gold,00969 Gale Way,3108,VIC,Australia,10,Male,1,1977-09-19,Property,Affluent Customer,No,4.0,46.01834749402864,35-49
1959,141.0,8,3479.22,1,4,3,143,Bronze,83 Wayridge Circle,4152,QLD,Australia,9,Male,3,1978-09-18,Health,Mass Customer,Yes,16.0,45.02174934348482,35-49
1962,93.0,2,758.6899999999999,1,1,1,111,Bronze,29 Hansons Crossing,2318,NSW,Australia,4,Male,13,1977-11-01,Retail,Mass Customer,Yes,22.0,45.90061749272813,35-49
1963,9.0,2,1828.47,4,1,1,411,Gold,493 Buell Point,4500,QLD,Australia,8,Male,81,1998-03-18,Argiculture,Mass Customer,Yes,4.0,25.525113546719655,20-34
1964,102.0,6,4239.32,1,2,4,124,Bronze,7 Del Mar Crossing,4680,QLD,Australia,7,Female,60,1964-06-19,Financial Services,Affluent Customer,Yes,9.0,59.26981740785301,50-64
1965,6.0,5,2093.67,4,2,2,422,Platinum,7 Elgar Plaza,2250,NSW,Australia,9,Male,81,1973-12-14,Retail,Mass Customer,Yes,3.0,49.78296962863784,50-64
1966,161.0,6,1564.56,1,2,1,121,Bronze,425 Marquette Way,2116,NSW,Australia,10,Male,75,1993-10-31,Financial Services,High Net Worth,No,3.0,29.90302685089428,20-34
1967,22.0,6,5732.110000000001,3,2,4,324,Gold,67104 Bunting Crossing,2043,NSW,Australia,9,Female,88,1985-11-19,Manufacturing,Affluent Customer,Yes,17.0,37.85117089218192,35-49
1968,159.0,5,1810.03,1,2,1,121,Bronze,243 Raven Drive,4815,QLD,Australia,3,Female,31,1994-06-12,Entertainment,Mass Customer,No,1.0,29.289735681328853,20-34
1969,17.0,6,2623.56,4,2,2,422,Platinum,248 School Park,3156,VIC,Australia,8,Male,54,1961-07-06,IT,Mass Customer,Yes,19.0,62.22401906839361,50-64
1970,0.0,8,3660.4800000000005,4,4,3,443,Platinum,5 Onsgard Plaza,3134,VIC,Australia,10,Male,51,1982-08-23,Manufacturing,Mass Customer,No,7.0,41.09285278845631,35-49
1971,62.0,7,4812.99,2,3,4,234,Silver,38 Havey Place,3049,VIC,Australia,5,Female,49,1998-02-10,Manufacturing,Mass Customer,Yes,4.0,25.62367819897124,20-34
1972,0.0,5,2792.56,4,2,2,422,Platinum,38 Armistice Alley,2018,NSW,Australia,8,Male,12,1989-07-14,IT,Mass Customer,Yes,2.0,34.201540851866234,35-49
1973,47.0,4,3371.6899999999996,2,1,3,213,Silver,34953 Oak Circle,2153,NSW,Australia,10,Female,52,1980-01-11,Financial Services,High Net Worth,No,5.0,43.707553980130335,35-49
1975,108.0,2,79.15999999999994,1,1,1,111,Bronze,04046 Summit Avenue,4217,QLD,Australia,9,Female,39,1965-10-19,Health,Affluent Customer,No,4.0,57.93645669544961,50-64
1976,135.0,6,1731.6299999999999,1,2,1,121,Bronze,986 Hollow Ridge Crossing,3821,VIC,Australia,7,Female,84,1975-08-16,Manufacturing,Mass Customer,No,11.0,48.112846354374845,35-49
1977,60.0,4,2080.25,2,1,2,212,Silver,4622 Dixon Junction,2048,NSW,Australia,8,Female,28,1977-10-04,Manufacturing,Mass Customer,Yes,5.0,45.977278888923806,35-49
1978,13.0,3,231.7099999999999,4,1,1,411,Gold,3563 Darwin Avenue,3095,VIC,Australia,9,Female,53,1955-01-06,Health,Mass Customer,No,16.0,68.72107239597734,65-79
1979,33.0,5,4541.84,3,2,4,324,Gold,38759 Butterfield Avenue,4305,QLD,Australia,2,Male,98,1960-05-15,Manufacturing,Mass Customer,Yes,11.0,63.36572629030782,50-64
1980,73.0,8,4822.39,2,4,4,244,Silver,67125 Melody Place,2747,NSW,Australia,8,Male,97,1992-06-20,Health,High Net Worth,Yes,7.0,31.266504540374555,20-34
1982,50.0,8,3939.1699999999996,2,4,3,243,Silver,8 Farwell Parkway,2428,NSW,Australia,2,Female,80,1968-03-30,Financial Services,High Net Worth,Yes,16.0,55.49150573820887,50-64
1983,2.0,4,3061.7999999999997,4,1,3,413,Platinum,19 Barby Parkway,4127,QLD,Australia,4,Female,6,1963-03-10,Entertainment,Affluent Customer,Yes,18.0,60.54841998011665,50-64
1984,48.0,7,7256.08,2,3,4,234,Silver,681 School Avenue,2077,NSW,Australia,10,Male,70,1999-06-01,Health,Mass Customer,Yes,1.0,24.320434463644713,20-34
1986,44.0,6,2436.69,3,2,2,322,Gold,366 International Way,2170,NSW,Australia,8,Female,53,1981-12-30,Retail,Mass Customer,No,16.0,41.7389988421056,35-49
1987,42.0,4,1781.3600000000004,3,1,1,311,Silver,427 Rockefeller Drive,2093,NSW,Australia,12,Male,56,1956-06-08,Health,Affluent Customer,No,8.0,67.30009865935031,65-79
1988,134.0,8,6006.4,1,4,4,144,Bronze,5176 Division Hill,3216,VIC,Australia,5,Male,27,1957-04-15,Property,Mass Customer,No,8.0,66.44860958017688,65-79
1989,22.0,4,1659.6399999999999,3,1,1,311,Silver,1 Raven Place,2160,NSW,Australia,6,Female,46,1973-07-21,Property,High Net Worth,Yes,17.0,50.182704051658156,50-64
1991,1.0,10,8256.08,4,4,4,444,Platinum,42554 Burrows Court,2117,NSW,Australia,10,Male,35,1993-09-27,Health,Mass Customer,Yes,8.0,29.99611568913189,20-34
1992,140.0,10,6658.89,1,4,4,144,Bronze,726 Warrior Center,2077,NSW,Australia,10,Female,28,1995-10-21,Manufacturing,Mass Customer,Yes,3.0,27.931733805862553,20-34
1994,2.0,6,3922.29,4,2,3,423,Platinum,35 Debra Way,3201,VIC,Australia,6,Female,71,1986-04-25,Manufacturing,High Net Worth,No,11.0,37.42131949208472,35-49
1996,13.0,7,2525.43,4,3,2,432,Platinum,6698 Melody Crossing,4556,QLD,Australia,8,Male,4,1985-12-29,Manufacturing,Mass Customer,No,4.0,37.741654611902376,35-49
1998,156.0,4,2715.83,1,1,2,112,Bronze,6 Rockefeller Pass,3075,VIC,Australia,7,Male,13,1975-03-26,Manufacturing,High Net Worth,No,21.0,48.5043670563742,35-49
1999,3.0,7,2424.34,4,3,2,432,Platinum,7875 Fieldstone Pass,4216,QLD,Australia,10,Female,6,1962-08-16,Manufacturing,Mass Customer,Yes,7.0,61.11242882355628,50-64
2001,86.0,8,5347.870000000001,1,4,4,144,Bronze,3 Bonner Point,2800,NSW,Australia,4,Female,21,1977-10-06,Manufacturing,Mass Customer,Yes,3.0,45.97180307490983,35-49
2002,97.0,3,1637.4600000000003,1,1,1,111,Bronze,113 Lien Place,2560,NSW,Australia,6,Female,55,1971-06-20,Financial Services,Mass Customer,No,12.0,52.2689891909834,50-64
2003,219.0,2,214.36999999999995,1,1,1,111,Bronze,064 Fallview Terrace,4500,QLD,Australia,7,Female,80,1962-06-21,Manufacturing,High Net Worth,Yes,8.0,61.265751615947636,50-64
2004,46.0,5,2909.67,2,2,3,223,Silver,32 Sutteridge Trail,2470,NSW,Australia,1,Male,16,1963-06-12,Manufacturing,Affluent Customer,Yes,10.0,60.291056721459725,50-64
2005,5.0,6,4047.83,4,2,3,423,Platinum,3984 Clove Street,3192,VIC,Australia,10,Female,41,1978-08-20,Manufacturing,High Net Worth,No,17.0,45.101148646687484,35-49
2006,147.0,5,2255.61,1,2,2,122,Bronze,4 Rowland Plaza,2324,NSW,Australia,4,Female,33,1999-10-04,Property,High Net Worth,Yes,2.0,23.97819608777115,20-34
2007,23.0,4,4601.8099999999995,3,1,4,314,Gold,5157 Maple Wood Circle,2537,NSW,Australia,8,Male,8,1970-04-13,Manufacturing,Mass Customer,Yes,15.0,53.45450292500942,50-64
2008,29.0,7,2365.36,3,3,2,332,Gold,559 Blackbird Street,4580,QLD,Australia,2,Male,77,1993-07-27,Financial Services,Mass Customer,Yes,3.0,30.16586592356518,20-34
2009,5.0,7,2357.3500000000004,4,3,2,432,Platinum,6466 Troy Street,2763,NSW,Australia,8,Female,19,1960-03-16,Health,Affluent Customer,Yes,19.0,63.53000071072713,50-64
2010,34.0,5,2168.7999999999997,3,2,2,322,Gold,7135 Ruskin Avenue,2563,NSW,Australia,11,Male,88,1974-01-31,Manufacturing,High Net Worth,Yes,7.0,49.65155009230239,50-64
2011,315.0,3,560.4800000000001,1,1,1,111,Bronze,5 Loftsgordon Avenue,2068,NSW,Australia,12,Male,68,1978-01-22,Manufacturing,High Net Worth,Yes,12.0,45.676109118155075,35-49
2012,13.0,5,2714.3,4,2,2,422,Platinum,33 Del Mar Junction,2264,NSW,Australia,8,Female,55,1972-09-07,Health,High Net Worth,No,4.0,51.05062057287351,50-64
2013,15.0,10,6025.31,4,4,4,444,Platinum,06069 Hayes Road,2099,NSW,Australia,8,Female,99,1995-08-10,Health,Affluent Customer,Yes,19.0,28.128863110365728,20-34
2014,54.0,7,4281.32,2,3,4,234,Silver,828 Waubesa Pass,2234,NSW,Australia,10,Female,49,1990-05-25,Manufacturing,Mass Customer,Yes,8.0,33.339100144664854,20-34
2015,50.0,7,2970.6000000000004,2,3,3,233,Silver,1 Bobwhite Circle,2230,NSW,Australia,9,Female,6,1974-02-19,Health,Affluent Customer,No,7.0,49.59952985916961,50-64
2016,68.0,6,2390.89,2,2,2,222,Silver,3 Memorial Junction,2126,NSW,Australia,11,Female,89,1998-11-19,Retail,Affluent Customer,Yes,1.0,24.851588423000482,20-34
2017,12.0,6,4721.62,4,2,4,424,Platinum,644 Mcbride Street,2086,NSW,Australia,11,Male,67,1995-02-11,Financial Services,Affluent Customer,Yes,6.0,28.621686371623657,20-34
2018,35.0,7,2335.54,3,3,2,332,Gold,23700 Dennis Way,2075,NSW,Australia,11,Male,80,1963-01-30,Financial Services,Affluent Customer,No,12.0,60.655198353389196,50-64
2019,52.0,9,6325.84,2,4,4,244,Silver,5795 Comanche Circle,4825,QLD,Australia,2,Female,48,1953-09-13,Entertainment,High Net Worth,No,17.0,70.03526775933183,65-79
2020,43.0,7,4959.639999999999,3,3,4,334,Gold,31 Scofield Trail,3020,VIC,Australia,8,Female,50,1971-05-06,Property,Affluent Customer,Yes,14.0,52.39219500629788,50-64
2022,13.0,5,3955.17,4,2,3,423,Platinum,5468 Moose Lane,2445,NSW,Australia,7,Male,79,1982-07-03,IT,Affluent Customer,No,7.0,41.23248604581273,35-49
2024,29.0,6,3558.4100000000003,3,2,3,323,Gold,53358 David Circle,4306,QLD,Australia,3,Female,69,2000-07-14,IT,Mass Customer,Yes,2.0,23.200630497786413,20-34
2026,146.0,4,3447.4399999999996,1,1,3,113,Bronze,9 Melvin Drive,2144,NSW,Australia,7,Female,62,1987-09-18,Property,Mass Customer,Yes,7.0,36.022249011513594,35-49
2028,40.0,7,3648.33,3,3,3,333,Gold,2228 Steensland Terrace,2148,NSW,Australia,8,Female,25,1976-12-10,Retail,Affluent Customer,Yes,18.0,46.79317517700638,35-49
2029,1.0,9,4156.31,4,4,3,443,Platinum,2 Thierer Place,4053,QLD,Australia,8,Male,10,1992-03-10,Manufacturing,Mass Customer,No,7.0,31.545771055087386,20-34
2030,239.0,4,4622.34,1,1,4,114,Bronze,23 Huxley Road,3064,VIC,Australia,7,Male,3,1961-01-09,Property,High Net Worth,No,15.0,62.711366515637565,50-64
2032,5.0,2,978.76,4,1,1,411,Gold,63 Golf Crossing,2217,NSW,Australia,8,Male,98,1983-09-09,Property,Mass Customer,Yes,9.0,40.0469723117867,35-49
2033,11.0,7,4458.72,4,3,4,434,Platinum,1 Sloan Avenue,2176,NSW,Australia,10,Male,36,1971-08-31,Health,High Net Worth,No,10.0,52.071859886480226,50-64
2034,52.0,8,2438.26,2,4,2,242,Silver,056 Pierstorff Alley,2040,NSW,Australia,11,Female,87,1974-01-10,Manufacturing,Mass Customer,No,8.0,49.70904613944914,50-64
2035,127.0,4,1520.8600000000001,1,1,1,111,Bronze,177 Anniversary Parkway,2428,NSW,Australia,7,Male,40,1979-06-01,Health,Mass Customer,No,19.0,44.320845149695764,35-49
2037,98.0,4,2941.0699999999997,1,1,3,113,Bronze,6950 Morrow Street,2326,NSW,Australia,3,Male,19,1989-01-04,IT,Mass Customer,No,6.0,34.72448109020104,35-49
2038,13.0,4,3207.1700000000005,4,1,3,413,Platinum,8492 Autumn Leaf Center,3214,VIC,Australia,2,Female,9,1959-11-26,Financial Services,Mass Customer,Yes,5.0,63.833908388502856,50-64
2039,199.0,5,2422.46,1,2,2,122,Bronze,91749 Portage Park,2528,NSW,Australia,8,Female,38,1978-03-26,IT,High Net Worth,Yes,7.0,45.5036209767148,35-49
2040,96.0,2,1364.0500000000002,1,1,1,111,Bronze,45 Waubesa Lane,4213,QLD,Australia,9,Male,25,1969-09-05,Retail,Affluent Customer,Yes,12.0,54.0568424665469,50-64
2041,80.0,6,3799.8600000000006,2,2,3,223,Silver,51739 Sundown Hill,2009,NSW,Australia,9,Male,52,1957-10-27,Financial Services,Mass Customer,No,17.0,65.91471771381413,65-79
2042,11.0,3,2006.1800000000003,4,1,2,412,Platinum,95 Butterfield Circle,3352,VIC,Australia,4,Male,65,1968-08-14,Health,Mass Customer,No,17.0,55.11641247825145,50-64
2044,5.0,5,3977.45,4,2,3,423,Platinum,236 Fremont Alley,2156,NSW,Australia,12,Female,84,1998-08-02,Health,Mass Customer,Yes,1.0,25.15002028676223,20-34
2045,55.0,9,5224.69,2,4,4,244,Silver,46031 Hudson Place,2075,NSW,Australia,11,Female,15,1984-07-03,Financial Services,High Net Worth,No,15.0,39.23107602370413,35-49
2047,67.0,2,1952.51,2,1,2,212,Silver,50532 Hoard Center,4209,QLD,Australia,7,Female,45,1975-04-13,Financial Services,Affluent Customer,Yes,21.0,48.45508473024841,35-49
